temperature[F],precipitation[cm/hour],wind[km/hour],j,d_j
75.0,21.09,3.92,2,162
75.0,21.09,3.92,3,142
75.0,21.09,3.92,4,143
75.0,21.09,3.92,5,207
75.0,21.09,3.92,6,195
75.0,21.09,3.92,7,128
75.0,21.09,3.92,8,236
75.0,21.09,3.92,9,249
75.0,21.09,3.92,10,162
13.9,12.89,3.74,1,139
13.9,12.89,3.74,2,114
13.9,12.89,3.74,3,97
13.9,12.89,3.74,4,105
13.9,12.89,3.74,5,140
13.9,12.89,3.74,6,137
13.9,12.89,3.74,7,88
13.9,12.89,3.74,8,159
13.9,12.89,3.74,9,176
13.9,12.89,3.74,10,113
38.9,2.15,2.76,1,189
38.9,2.15,2.76,2,154
38.9,2.15,2.76,3,138
38.9,2.15,2.76,4,142
38.9,2.15,2.76,5,188
38.9,2.15,2.76,6,181
38.9,2.15,2.76,7,120
38.9,2.15,2.76,8,220
38.9,2.15,2.76,9,233
38.9,2.15,2.76,10,156
78.4,19.06,3.61,1,207
78.4,19.06,3.61,2,171
78.4,19.06,3.61,3,144
78.4,19.06,3.61,4,155
78.4,19.06,3.61,5,218
78.4,19.06,3.61,6,202
78.4,19.06,3.61,7,130
78.4,19.06,3.61,8,238
78.4,19.06,3.61,9,256
78.4,19.06,3.61,10,171
95.2,58.52,1.46,1,196
95.2,58.52,1.46,2,163
95.2,58.52,1.46,3,143
95.2,58.52,1.46,4,146
95.2,58.52,1.46,5,199
95.2,58.52,1.46,6,190
95.2,58.52,1.46,7,129
95.2,58.52,1.46,8,226
95.2,58.52,1.46,9,243
95.2,58.52,1.46,10,153
99.7,42.07,3.34,1,203
99.7,42.07,3.34,2,165
99.7,42.07,3.34,3,143
99.7,42.07,3.34,4,148
99.7,42.07,3.34,5,214
99.7,42.07,3.34,6,196
99.7,42.07,3.34,7,130
99.7,42.07,3.34,8,243
99.7,42.07,3.34,9,256
99.7,42.07,3.34,10,162
45.9,53.34,0.88,1,152
45.9,53.34,0.88,2,132
45.9,53.34,0.88,3,110
45.9,53.34,0.88,4,115
45.9,53.34,0.88,5,160
45.9,53.34,0.88,6,148
45.9,53.34,0.88,7,97
45.9,53.34,0.88,8,186
45.9,53.34,0.88,9,192
45.9,53.34,0.88,10,124
39.1,36.7,0.2,1,166
39.1,36.7,0.2,2,143
39.1,36.7,0.2,3,121
39.1,36.7,0.2,4,125
39.1,36.7,0.2,5,174
39.1,36.7,0.2,6,170
39.1,36.7,0.2,7,109
39.1,36.7,0.2,8,203
39.1,36.7,0.2,9,209
39.1,36.7,0.2,10,138
83.1,43.8,2.88,1,193
83.1,43.8,2.88,2,158
83.1,43.8,2.88,3,138
83.1,43.8,2.88,4,136
83.1,43.8,2.88,5,195
83.1,43.8,2.88,6,185
83.1,43.8,2.88,7,126
83.1,43.8,2.88,8,220
83.1,43.8,2.88,9,237
83.1,43.8,2.88,10,151
70.2,47.7,4.44,1,157
70.2,47.7,4.44,2,129
70.2,47.7,4.44,3,115
70.2,47.7,4.44,4,120
70.2,47.7,4.44,5,161
70.2,47.7,4.44,6,158
70.2,47.7,4.44,7,100
70.2,47.7,4.44,8,186
70.2,47.7,4.44,9,198
70.2,47.7,4.44,10,128
55.0,34.9,4.94,1,153
55.0,34.9,4.94,2,127
55.0,34.9,4.94,3,110
55.0,34.9,4.94,4,113
55.0,34.9,4.94,5,161
55.0,34.9,4.94,6,148
55.0,34.9,4.94,7,101
55.0,34.9,4.94,8,182
55.0,34.9,4.94,9,192
55.0,34.9,4.94,10,131
95.6,3.09,2.46,1,263
95.6,3.09,2.46,2,212
95.6,3.09,2.46,3,185
95.6,3.09,2.46,4,189
95.6,3.09,2.46,5,273
95.6,3.09,2.46,6,254
95.6,3.09,2.46,7,165
95.6,3.09,2.46,8,304
95.6,3.09,2.46,9,325
95.6,3.09,2.46,10,215
42.3,53.42,0.45,1,155
42.3,53.42,0.45,2,134
42.3,53.42,0.45,3,107
42.3,53.42,0.45,4,117
42.3,53.42,0.45,5,161
42.3,53.42,0.45,6,152
42.3,53.42,0.45,7,101
42.3,53.42,0.45,8,179
42.3,53.42,0.45,9,191
42.3,53.42,0.45,10,130
80.5,25.85,1.87,1,222
80.5,25.85,1.87,2,187
80.5,25.85,1.87,3,152
80.5,25.85,1.87,4,165
80.5,25.85,1.87,5,223
80.5,25.85,1.87,6,208
80.5,25.85,1.87,7,142
80.5,25.85,1.87,8,255
80.5,25.85,1.87,9,269
80.5,25.85,1.87,10,179
15.3,20.44,0.41,1,160
15.3,20.44,0.41,2,129
15.3,20.44,0.41,3,118
15.3,20.44,0.41,4,114
15.3,20.44,0.41,5,164
15.3,20.44,0.41,6,153
15.3,20.44,0.41,7,97
15.3,20.44,0.41,8,179
15.3,20.44,0.41,9,191
15.3,20.44,0.41,10,131
16.5,6.16,4.05,1,145
16.5,6.16,4.05,2,123
16.5,6.16,4.05,3,104
16.5,6.16,4.05,4,108
16.5,6.16,4.05,5,150
16.5,6.16,4.05,6,142
16.5,6.16,4.05,7,91
16.5,6.16,4.05,8,176
16.5,6.16,4.05,9,183
16.5,6.16,4.05,10,117
44.7,43.0,4.48,1,146
44.7,43.0,4.48,2,123
44.7,43.0,4.48,3,106
44.7,43.0,4.48,4,107
44.7,43.0,4.48,5,150
44.7,43.0,4.48,6,132
44.7,43.0,4.48,7,94
44.7,43.0,4.48,8,165
44.7,43.0,4.48,9,171
44.7,43.0,4.48,10,121
15.1,1.02,1.43,1,164
15.1,1.02,1.43,2,143
15.1,1.02,1.43,3,119
15.1,1.02,1.43,4,126
15.1,1.02,1.43,5,173
15.1,1.02,1.43,6,162
15.1,1.02,1.43,7,110
15.1,1.02,1.43,8,196
15.1,1.02,1.43,9,211
15.1,1.02,1.43,10,137
47.1,59.7,3.73,1,130
47.1,59.7,3.73,2,115
47.1,59.7,3.73,3,91
47.1,59.7,3.73,4,99
47.1,59.7,3.73,5,135
47.1,59.7,3.73,6,133
47.1,59.7,3.73,7,89
47.1,59.7,3.73,8,152
47.1,59.7,3.73,9,165
47.1,59.7,3.73,10,107
65.4,49.14,2.36,1,167
65.4,49.14,2.36,2,145
65.4,49.14,2.36,3,120
65.4,49.14,2.36,4,124
65.4,49.14,2.36,5,171
65.4,49.14,2.36,6,164
65.4,49.14,2.36,7,110
65.4,49.14,2.36,8,197
65.4,49.14,2.36,9,207
65.4,49.14,2.36,10,142
82.3,12.06,3.88,1,221
82.3,12.06,3.88,2,181
82.3,12.06,3.88,3,152
82.3,12.06,3.88,4,156
82.3,12.06,3.88,5,226
82.3,12.06,3.88,6,205
82.3,12.06,3.88,7,143
82.3,12.06,3.88,8,249
82.3,12.06,3.88,9,269
82.3,12.06,3.88,10,180
99.8,55.56,4.61,1,169
99.8,55.56,4.61,2,141
99.8,55.56,4.61,3,122
99.8,55.56,4.61,4,126
99.8,55.56,4.61,5,181
99.8,55.56,4.61,6,173
99.8,55.56,4.61,7,119
99.8,55.56,4.61,8,207
99.8,55.56,4.61,9,223
99.8,55.56,4.61,10,147
74.5,58.67,3.81,1,155
74.5,58.67,3.81,2,128
74.5,58.67,3.81,3,113
74.5,58.67,3.81,4,118
74.5,58.67,3.81,5,159
74.5,58.67,3.81,6,152
74.5,58.67,3.81,7,100
74.5,58.67,3.81,8,180
74.5,58.67,3.81,9,191
74.5,58.67,3.81,10,131
41.1,53.35,2.0,1,141
41.1,53.35,2.0,2,120
41.1,53.35,2.0,3,99
41.1,53.35,2.0,4,110
41.1,53.35,2.0,5,147
41.1,53.35,2.0,6,135
41.1,53.35,2.0,7,98
41.1,53.35,2.0,8,164
41.1,53.35,2.0,9,183
41.1,53.35,2.0,10,121
46.7,44.5,1.85,1,159
46.7,44.5,1.85,2,130
46.7,44.5,1.85,3,119
46.7,44.5,1.85,4,119
46.7,44.5,1.85,5,168
46.7,44.5,1.85,6,150
46.7,44.5,1.85,7,99
46.7,44.5,1.85,8,187
46.7,44.5,1.85,9,199
46.7,44.5,1.85,10,131
63.9,12.65,2.78,1,202
63.9,12.65,2.78,2,175
63.9,12.65,2.78,3,152
63.9,12.65,2.78,4,155
63.9,12.65,2.78,5,213
63.9,12.65,2.78,6,203
63.9,12.65,2.78,7,132
63.9,12.65,2.78,8,235
63.9,12.65,2.78,9,256
63.9,12.65,2.78,10,170
48.2,39.77,3.9,1,150
48.2,39.77,3.9,2,123
48.2,39.77,3.9,3,105
48.2,39.77,3.9,4,110
48.2,39.77,3.9,5,162
48.2,39.77,3.9,6,144
48.2,39.77,3.9,7,94
48.2,39.77,3.9,8,176
48.2,39.77,3.9,9,186
48.2,39.77,3.9,10,126
85.4,26.37,0.9,1,235
85.4,26.37,0.9,2,195
85.4,26.37,0.9,3,167
85.4,26.37,0.9,4,175
85.4,26.37,0.9,5,236
85.4,26.37,0.9,6,226
85.4,26.37,0.9,7,148
85.4,26.37,0.9,8,266
85.4,26.37,0.9,9,293
85.4,26.37,0.9,10,194
53.1,38.68,3.24,1,162
53.1,38.68,3.24,2,135
53.1,38.68,3.24,3,114
53.1,38.68,3.24,4,120
53.1,38.68,3.24,5,167
53.1,38.68,3.24,6,152
53.1,38.68,3.24,7,111
53.1,38.68,3.24,8,188
53.1,38.68,3.24,9,201
53.1,38.68,3.24,10,130
61.0,55.64,3.11,1,158
61.0,55.64,3.11,2,130
61.0,55.64,3.11,3,108
61.0,55.64,3.11,4,115
61.0,55.64,3.11,5,159
61.0,55.64,3.11,6,150
61.0,55.64,3.11,7,98
61.0,55.64,3.11,8,176
61.0,55.64,3.11,9,188
61.0,55.64,3.11,10,125
69.5,18.51,4.72,1,184
69.5,18.51,4.72,2,161
69.5,18.51,4.72,3,137
69.5,18.51,4.72,4,138
69.5,18.51,4.72,5,192
69.5,18.51,4.72,6,181
69.5,18.51,4.72,7,120
69.5,18.51,4.72,8,217
69.5,18.51,4.72,9,230
69.5,18.51,4.72,10,150
62.5,26.25,0.51,1,207
62.5,26.25,0.51,2,179
62.5,26.25,0.51,3,150
62.5,26.25,0.51,4,157
62.5,26.25,0.51,5,218
62.5,26.25,0.51,6,198
62.5,26.25,0.51,7,141
62.5,26.25,0.51,8,241
62.5,26.25,0.51,9,259
62.5,26.25,0.51,10,168
64.6,35.76,2.0,1,191
64.6,35.76,2.0,2,162
64.6,35.76,2.0,3,133
64.6,35.76,2.0,4,139
64.6,35.76,2.0,5,190
64.6,35.76,2.0,6,179
64.6,35.76,2.0,7,120
64.6,35.76,2.0,8,215
64.6,35.76,2.0,9,235
64.6,35.76,2.0,10,152
62.0,28.46,4.32,1,172
62.0,28.46,4.32,2,149
62.0,28.46,4.32,3,129
62.0,28.46,4.32,4,124
62.0,28.46,4.32,5,184
62.0,28.46,4.32,6,170
62.0,28.46,4.32,7,115
62.0,28.46,4.32,8,204
62.0,28.46,4.32,9,217
62.0,28.46,4.32,10,142
25.5,12.98,0.56,1,172
25.5,12.98,0.56,2,149
25.5,12.98,0.56,3,131
25.5,12.98,0.56,4,128
25.5,12.98,0.56,5,181
25.5,12.98,0.56,6,170
25.5,12.98,0.56,7,110
25.5,12.98,0.56,8,210
25.5,12.98,0.56,9,219
25.5,12.98,0.56,10,147
28.5,22.85,3.43,1,146
28.5,22.85,3.43,2,125
28.5,22.85,3.43,3,113
28.5,22.85,3.43,4,106
28.5,22.85,3.43,5,156
28.5,22.85,3.43,6,149
28.5,22.85,3.43,7,95
28.5,22.85,3.43,8,178
28.5,22.85,3.43,9,184
28.5,22.85,3.43,10,124
49.1,53.54,2.76,1,145
49.1,53.54,2.76,2,125
49.1,53.54,2.76,3,108
49.1,53.54,2.76,4,106
49.1,53.54,2.76,5,148
49.1,53.54,2.76,6,145
49.1,53.54,2.76,7,100
49.1,53.54,2.76,8,171
49.1,53.54,2.76,9,179
49.1,53.54,2.76,10,115
38.0,44.54,3.35,1,139
38.0,44.54,3.35,2,120
38.0,44.54,3.35,3,104
38.0,44.54,3.35,4,107
38.0,44.54,3.35,5,147
38.0,44.54,3.35,6,141
38.0,44.54,3.35,7,90
38.0,44.54,3.35,8,163
38.0,44.54,3.35,9,177
38.0,44.54,3.35,10,116
87.6,43.61,1.57,1,201
87.6,43.61,1.57,2,168
87.6,43.61,1.57,3,149
87.6,43.61,1.57,4,152
87.6,43.61,1.57,5,208
87.6,43.61,1.57,6,203
87.6,43.61,1.57,7,137
87.6,43.61,1.57,8,240
87.6,43.61,1.57,9,257
87.6,43.61,1.57,10,166
87.9,6.85,2.39,1,239
87.9,6.85,2.39,2,204
87.9,6.85,2.39,3,174
87.9,6.85,2.39,4,185
87.9,6.85,2.39,5,255
87.9,6.85,2.39,6,238
87.9,6.85,2.39,7,158
87.9,6.85,2.39,8,285
87.9,6.85,2.39,9,302
87.9,6.85,2.39,10,195
50.2,53.21,1.78,1,154
50.2,53.21,1.78,2,131
50.2,53.21,1.78,3,111
50.2,53.21,1.78,4,119
50.2,53.21,1.78,5,161
50.2,53.21,1.78,6,151
50.2,53.21,1.78,7,100
50.2,53.21,1.78,8,184
50.2,53.21,1.78,9,192
50.2,53.21,1.78,10,122
85.0,19.59,2.53,1,223
85.0,19.59,2.53,2,183
85.0,19.59,2.53,3,158
85.0,19.59,2.53,4,164
85.0,19.59,2.53,5,230
85.0,19.59,2.53,6,220
85.0,19.59,2.53,7,145
85.0,19.59,2.53,8,261
85.0,19.59,2.53,9,275
85.0,19.59,2.53,10,184
81.1,31.25,1.54,1,216
81.1,31.25,1.54,2,177
81.1,31.25,1.54,3,157
81.1,31.25,1.54,4,164
81.1,31.25,1.54,5,223
81.1,31.25,1.54,6,212
81.1,31.25,1.54,7,144
81.1,31.25,1.54,8,249
81.1,31.25,1.54,9,270
81.1,31.25,1.54,10,170
40.5,15.13,3.03,1,170
40.5,15.13,3.03,2,145
40.5,15.13,3.03,3,129
40.5,15.13,3.03,4,127
40.5,15.13,3.03,5,176
40.5,15.13,3.03,6,165
40.5,15.13,3.03,7,111
40.5,15.13,3.03,8,200
40.5,15.13,3.03,9,219
40.5,15.13,3.03,10,146
71.9,36.32,0.32,1,213
71.9,36.32,0.32,2,171
71.9,36.32,0.32,3,148
71.9,36.32,0.32,4,149
71.9,36.32,0.32,5,219
71.9,36.32,0.32,6,205
71.9,36.32,0.32,7,140
71.9,36.32,0.32,8,248
71.9,36.32,0.32,9,263
71.9,36.32,0.32,10,174
49.5,22.14,2.96,1,172
49.5,22.14,2.96,2,152
49.5,22.14,2.96,3,126
49.5,22.14,2.96,4,131
49.5,22.14,2.96,5,185
49.5,22.14,2.96,6,168
49.5,22.14,2.96,7,116
49.5,22.14,2.96,8,211
49.5,22.14,2.96,9,218
49.5,22.14,2.96,10,143
19.6,40.75,4.32,1,126
19.6,40.75,4.32,2,103
19.6,40.75,4.32,3,83
19.6,40.75,4.32,4,88
19.6,40.75,4.32,5,130
19.6,40.75,4.32,6,115
19.6,40.75,4.32,7,74
19.6,40.75,4.32,8,144
19.6,40.75,4.32,9,148
19.6,40.75,4.32,10,95
17.6,16.48,2.73,1,144
17.6,16.48,2.73,2,119
17.6,16.48,2.73,3,101
17.6,16.48,2.73,4,111
17.6,16.48,2.73,5,149
17.6,16.48,2.73,6,146
17.6,16.48,2.73,7,92
17.6,16.48,2.73,8,169
17.6,16.48,2.73,9,182
17.6,16.48,2.73,10,122
89.9,45.68,1.33,1,211
89.9,45.68,1.33,2,177
89.9,45.68,1.33,3,148
89.9,45.68,1.33,4,157
89.9,45.68,1.33,5,216
89.9,45.68,1.33,6,201
89.9,45.68,1.33,7,131
89.9,45.68,1.33,8,241
89.9,45.68,1.33,9,260
89.9,45.68,1.33,10,170
24.1,6.25,2.06,1,168
24.1,6.25,2.06,2,138
24.1,6.25,2.06,3,117
24.1,6.25,2.06,4,122
24.1,6.25,2.06,5,174
24.1,6.25,2.06,6,158
24.1,6.25,2.06,7,109
24.1,6.25,2.06,8,202
24.1,6.25,2.06,9,209
24.1,6.25,2.06,10,141
34.1,12.48,4.97,1,158
34.1,12.48,4.97,2,131
34.1,12.48,4.97,3,113
34.1,12.48,4.97,4,113
34.1,12.48,4.97,5,163
34.1,12.48,4.97,6,145
34.1,12.48,4.97,7,101
34.1,12.48,4.97,8,183
34.1,12.48,4.97,9,189
34.1,12.48,4.97,10,122
81.8,55.72,2.56,1,179
81.8,55.72,2.56,2,150
81.8,55.72,2.56,3,122
81.8,55.72,2.56,4,126
81.8,55.72,2.56,5,177
81.8,55.72,2.56,6,166
81.8,55.72,2.56,7,116
81.8,55.72,2.56,8,211
81.8,55.72,2.56,9,214
81.8,55.72,2.56,10,144
17.6,41.54,3.95,1,121
17.6,41.54,3.95,2,106
17.6,41.54,3.95,3,83
17.6,41.54,3.95,4,85
17.6,41.54,3.95,5,128
17.6,41.54,3.95,6,115
17.6,41.54,3.95,7,83
17.6,41.54,3.95,8,141
17.6,41.54,3.95,9,155
17.6,41.54,3.95,10,104
86.4,21.7,3.2,1,217
86.4,21.7,3.2,2,178
86.4,21.7,3.2,3,152
86.4,21.7,3.2,4,164
86.4,21.7,3.2,5,228
86.4,21.7,3.2,6,209
86.4,21.7,3.2,7,143
86.4,21.7,3.2,8,250
86.4,21.7,3.2,9,271
86.4,21.7,3.2,10,179
75.7,57.4,2.72,1,164
75.7,57.4,2.72,2,143
75.7,57.4,2.72,3,120
75.7,57.4,2.72,4,126
75.7,57.4,2.72,5,169
75.7,57.4,2.72,6,163
75.7,57.4,2.72,7,109
75.7,57.4,2.72,8,198
75.7,57.4,2.72,9,203
75.7,57.4,2.72,10,136
23.7,12.3,3.25,1,151
23.7,12.3,3.25,2,132
23.7,12.3,3.25,3,112
23.7,12.3,3.25,4,112
23.7,12.3,3.25,5,165
23.7,12.3,3.25,6,145
23.7,12.3,3.25,7,96
23.7,12.3,3.25,8,185
23.7,12.3,3.25,9,194
23.7,12.3,3.25,10,122
43.6,43.03,0.59,1,162
43.6,43.03,0.59,2,142
43.6,43.03,0.59,3,119
43.6,43.03,0.59,4,120
43.6,43.03,0.59,5,169
43.6,43.03,0.59,6,157
43.6,43.03,0.59,7,112
43.6,43.03,0.59,8,193
43.6,43.03,0.59,9,211
43.6,43.03,0.59,10,137
34.9,40.04,3.41,1,142
34.9,40.04,3.41,2,123
34.9,40.04,3.41,3,99
34.9,40.04,3.41,4,106
34.9,40.04,3.41,5,152
34.9,40.04,3.41,6,139
34.9,40.04,3.41,7,96
34.9,40.04,3.41,8,165
34.9,40.04,3.41,9,182
34.9,40.04,3.41,10,115
60.9,52.76,3.81,1,147
60.9,52.76,3.81,2,128
60.9,52.76,3.81,3,104
60.9,52.76,3.81,4,114
60.9,52.76,3.81,5,160
60.9,52.76,3.81,6,151
60.9,52.76,3.81,7,98
60.9,52.76,3.81,8,182
60.9,52.76,3.81,9,190
60.9,52.76,3.81,10,120
43.4,26.5,4.42,1,157
43.4,26.5,4.42,2,129
43.4,26.5,4.42,3,106
43.4,26.5,4.42,4,117
43.4,26.5,4.42,5,161
43.4,26.5,4.42,6,145
43.4,26.5,4.42,7,100
43.4,26.5,4.42,8,177
43.4,26.5,4.42,9,190
43.4,26.5,4.42,10,126
65.8,20.8,1.15,1,211
65.8,20.8,1.15,2,179
65.8,20.8,1.15,3,157
65.8,20.8,1.15,4,162
65.8,20.8,1.15,5,215
65.8,20.8,1.15,6,201
65.8,20.8,1.15,7,137
65.8,20.8,1.15,8,251
65.8,20.8,1.15,9,263
65.8,20.8,1.15,10,176
61.3,13.55,3.41,1,196
61.3,13.55,3.41,2,160
61.3,13.55,3.41,3,136
61.3,13.55,3.41,4,145
61.3,13.55,3.41,5,202
61.3,13.55,3.41,6,187
61.3,13.55,3.41,7,132
61.3,13.55,3.41,8,230
61.3,13.55,3.41,9,249
61.3,13.55,3.41,10,156
68.6,53.37,2.76,1,162
68.6,53.37,2.76,2,138
68.6,53.37,2.76,3,117
68.6,53.37,2.76,4,126
68.6,53.37,2.76,5,169
68.6,53.37,2.76,6,164
68.6,53.37,2.76,7,107
68.6,53.37,2.76,8,194
68.6,53.37,2.76,9,209
68.6,53.37,2.76,10,138
81.0,40.15,3.57,1,188
81.0,40.15,3.57,2,159
81.0,40.15,3.57,3,130
81.0,40.15,3.57,4,141
81.0,40.15,3.57,5,187
81.0,40.15,3.57,6,182
81.0,40.15,3.57,7,118
81.0,40.15,3.57,8,213
81.0,40.15,3.57,9,232
81.0,40.15,3.57,10,152
32.1,46.73,1.15,1,145
32.1,46.73,1.15,2,118
32.1,46.73,1.15,3,104
32.1,46.73,1.15,4,113
32.1,46.73,1.15,5,150
32.1,46.73,1.15,6,138
32.1,46.73,1.15,7,95
32.1,46.73,1.15,8,174
32.1,46.73,1.15,9,187
32.1,46.73,1.15,10,119
98.0,44.51,0.5,1,221
98.0,44.51,0.5,2,193
98.0,44.51,0.5,3,158
98.0,44.51,0.5,4,169
98.0,44.51,0.5,5,230
98.0,44.51,0.5,6,221
98.0,44.51,0.5,7,151
98.0,44.51,0.5,8,264
98.0,44.51,0.5,9,284
98.0,44.51,0.5,10,185
76.3,15.71,2.02,1,224
76.3,15.71,2.02,2,183
76.3,15.71,2.02,3,156
76.3,15.71,2.02,4,161
76.3,15.71,2.02,5,229
76.3,15.71,2.02,6,214
76.3,15.71,2.02,7,142
76.3,15.71,2.02,8,262
76.3,15.71,2.02,9,283
76.3,15.71,2.02,10,181
63.8,51.37,4.1,1,157
63.8,51.37,4.1,2,129
63.8,51.37,4.1,3,114
63.8,51.37,4.1,4,118
63.8,51.37,4.1,5,160
63.8,51.37,4.1,6,153
63.8,51.37,4.1,7,96
63.8,51.37,4.1,8,180
63.8,51.37,4.1,9,192
63.8,51.37,4.1,10,124
39.7,45.13,4.76,1,132
39.7,45.13,4.76,2,115
39.7,45.13,4.76,3,97
39.7,45.13,4.76,4,102
39.7,45.13,4.76,5,142
39.7,45.13,4.76,6,128
39.7,45.13,4.76,7,89
39.7,45.13,4.76,8,155
39.7,45.13,4.76,9,164
39.7,45.13,4.76,10,109
70.1,9.69,3.48,1,212
70.1,9.69,3.48,2,178
70.1,9.69,3.48,3,155
70.1,9.69,3.48,4,150
70.1,9.69,3.48,5,214
70.1,9.69,3.48,6,204
70.1,9.69,3.48,7,135
70.1,9.69,3.48,8,247
70.1,9.69,3.48,9,255
70.1,9.69,3.48,10,174
45.2,9.68,3.3,1,185
45.2,9.68,3.3,2,149
45.2,9.68,3.3,3,131
45.2,9.68,3.3,4,130
45.2,9.68,3.3,5,192
45.2,9.68,3.3,6,175
45.2,9.68,3.3,7,117
45.2,9.68,3.3,8,210
45.2,9.68,3.3,9,224
45.2,9.68,3.3,10,152
51.6,55.06,1.98,1,156
51.6,55.06,1.98,2,126
51.6,55.06,1.98,3,106
51.6,55.06,1.98,4,108
51.6,55.06,1.98,5,153
51.6,55.06,1.98,6,152
51.6,55.06,1.98,7,99
51.6,55.06,1.98,8,177
51.6,55.06,1.98,9,193
51.6,55.06,1.98,10,123
76.3,46.13,4.97,1,157
76.3,46.13,4.97,2,135
76.3,46.13,4.97,3,117
76.3,46.13,4.97,4,122
76.3,46.13,4.97,5,172
76.3,46.13,4.97,6,161
76.3,46.13,4.97,7,108
76.3,46.13,4.97,8,191
76.3,46.13,4.97,9,208
76.3,46.13,4.97,10,130
30.0,14.53,2.38,1,165
30.0,14.53,2.38,2,139
30.0,14.53,2.38,3,120
30.0,14.53,2.38,4,126
30.0,14.53,2.38,5,168
30.0,14.53,2.38,6,166
30.0,14.53,2.38,7,112
30.0,14.53,2.38,8,199
30.0,14.53,2.38,9,213
30.0,14.53,2.38,10,141
54.2,4.64,4.93,1,185
54.2,4.64,4.93,2,155
54.2,4.64,4.93,3,133
54.2,4.64,4.93,4,134
54.2,4.64,4.93,5,193
54.2,4.64,4.93,6,181
54.2,4.64,4.93,7,123
54.2,4.64,4.93,8,210
54.2,4.64,4.93,9,223
54.2,4.64,4.93,10,150
25.7,53.58,1.93,1,134
25.7,53.58,1.93,2,112
25.7,53.58,1.93,3,97
25.7,53.58,1.93,4,93
25.7,53.58,1.93,5,138
25.7,53.58,1.93,6,125
25.7,53.58,1.93,7,85
25.7,53.58,1.93,8,149
25.7,53.58,1.93,9,157
25.7,53.58,1.93,10,109
50.6,39.72,0.64,1,182
50.6,39.72,0.64,2,151
50.6,39.72,0.64,3,129
50.6,39.72,0.64,4,136
50.6,39.72,0.64,5,185
50.6,39.72,0.64,6,170
50.6,39.72,0.64,7,113
50.6,39.72,0.64,8,213
50.6,39.72,0.64,9,225
50.6,39.72,0.64,10,143
21.5,54.48,4.61,1,114
21.5,54.48,4.61,2,96
21.5,54.48,4.61,3,84
21.5,54.48,4.61,4,80
21.5,54.48,4.61,5,114
21.5,54.48,4.61,6,108
21.5,54.48,4.61,7,76
21.5,54.48,4.61,8,129
21.5,54.48,4.61,9,134
21.5,54.48,4.61,10,94
43.2,42.6,2.95,1,150
43.2,42.6,2.95,2,124
43.2,42.6,2.95,3,105
43.2,42.6,2.95,4,109
43.2,42.6,2.95,5,154
43.2,42.6,2.95,6,143
43.2,42.6,2.95,7,97
43.2,42.6,2.95,8,175
43.2,42.6,2.95,9,183
43.2,42.6,2.95,10,121
27.2,50.11,2.2,1,136
27.2,50.11,2.2,2,114
27.2,50.11,2.2,3,92
27.2,50.11,2.2,4,101
27.2,50.11,2.2,5,133
27.2,50.11,2.2,6,131
27.2,50.11,2.2,7,85
27.2,50.11,2.2,8,161
27.2,50.11,2.2,9,161
27.2,50.11,2.2,10,114
92.3,17.53,4.96,1,209
92.3,17.53,4.96,2,175
92.3,17.53,4.96,3,152
92.3,17.53,4.96,4,154
92.3,17.53,4.96,5,215
92.3,17.53,4.96,6,206
92.3,17.53,4.96,7,133
92.3,17.53,4.96,8,241
92.3,17.53,4.96,9,257
92.3,17.53,4.96,10,175
74.1,15.57,2.68,1,214
74.1,15.57,2.68,2,184
74.1,15.57,2.68,3,154
74.1,15.57,2.68,4,159
74.1,15.57,2.68,5,220
74.1,15.57,2.68,6,209
74.1,15.57,2.68,7,138
74.1,15.57,2.68,8,252
74.1,15.57,2.68,9,269
74.1,15.57,2.68,10,172
67.9,29.93,1.82,1,199
67.9,29.93,1.82,2,166
67.9,29.93,1.82,3,138
67.9,29.93,1.82,4,143
67.9,29.93,1.82,5,203
67.9,29.93,1.82,6,187
67.9,29.93,1.82,7,126
67.9,29.93,1.82,8,235
67.9,29.93,1.82,9,253
67.9,29.93,1.82,10,164
70.3,11.01,4.91,1,193
70.3,11.01,4.91,2,165
70.3,11.01,4.91,3,142
70.3,11.01,4.91,4,149
70.3,11.01,4.91,5,203
70.3,11.01,4.91,6,187
70.3,11.01,4.91,7,125
70.3,11.01,4.91,8,228
70.3,11.01,4.91,9,238
70.3,11.01,4.91,10,158
32.8,20.74,3.58,1,158
32.8,20.74,3.58,2,130
32.8,20.74,3.58,3,107
32.8,20.74,3.58,4,119
32.8,20.74,3.58,5,166
32.8,20.74,3.58,6,147
32.8,20.74,3.58,7,104
32.8,20.74,3.58,8,184
32.8,20.74,3.58,9,189
32.8,20.74,3.58,10,127
32.3,1.93,1.63,1,191
32.3,1.93,1.63,2,161
32.3,1.93,1.63,3,132
32.3,1.93,1.63,4,143
32.3,1.93,1.63,5,196
32.3,1.93,1.63,6,180
32.3,1.93,1.63,7,122
32.3,1.93,1.63,8,218
32.3,1.93,1.63,9,230
32.3,1.93,1.63,10,149
73.1,51.45,3.27,1,162
73.1,51.45,3.27,2,142
73.1,51.45,3.27,3,123
73.1,51.45,3.27,4,129
73.1,51.45,3.27,5,178
73.1,51.45,3.27,6,158
73.1,51.45,3.27,7,111
73.1,51.45,3.27,8,192
73.1,51.45,3.27,9,207
73.1,51.45,3.27,10,142
49.0,53.2,3.2,1,144
49.0,53.2,3.2,2,120
49.0,53.2,3.2,3,104
49.0,53.2,3.2,4,106
