temperature[F],precipitation[cm/hour],wind[km/hour],i,j,duration[min]
38.7,21.1,2.61,1,10,19.17
38.7,21.1,2.61,2,7,17.48
38.7,21.1,2.61,2,9,15.33
38.7,21.1,2.61,2,10,26.5
38.7,21.1,2.61,3,5,20.02
38.7,21.1,2.61,3,6,23.47
38.7,21.1,2.61,3,8,14.58
38.7,21.1,2.61,3,9,14.87
38.7,21.1,2.61,3,10,23.52
38.7,21.1,2.61,4,7,15.43
38.7,21.1,2.61,4,8,16.71
38.7,21.1,2.61,4,10,10.61
38.7,21.1,2.61,5,6,19.03
38.7,21.1,2.61,5,9,20.25
38.7,21.1,2.61,7,8,18.4
38.7,21.1,2.61,7,10,9.38
38.7,21.1,2.61,8,10,6.55
53.4,42.43,4.82,0,1,12.72
53.4,42.43,4.82,0,2,36.79
53.4,42.43,4.82,0,3,9.8
53.4,42.43,4.82,0,5,32.57
53.4,42.43,4.82,0,7,35.04
53.4,42.43,4.82,0,8,26.77
53.4,42.43,4.82,0,9,26.31
53.4,42.43,4.82,0,10,26.0
53.4,42.43,4.82,1,2,28.11
53.4,42.43,4.82,1,3,19.48
53.4,42.43,4.82,1,5,29.08
53.4,42.43,4.82,1,7,34.66
53.4,42.43,4.82,1,8,32.55
53.4,42.43,4.82,1,9,9.0
53.4,42.43,4.82,1,10,33.5
53.4,42.43,4.82,2,7,24.92
53.4,42.43,4.82,2,9,21.32
53.4,42.43,4.82,2,10,46.49
53.4,42.43,4.82,3,5,31.25
53.4,42.43,4.82,3,6,37.72
53.4,42.43,4.82,3,8,22.32
53.4,42.43,4.82,3,9,22.58
53.4,42.43,4.82,3,10,32.59
53.4,42.43,4.82,4,7,22.12
53.4,42.43,4.82,4,8,23.27
53.4,42.43,4.82,4,10,14.67
53.4,42.43,4.82,5,6,33.1
53.4,42.43,4.82,5,9,33.0
53.4,42.43,4.82,7,8,28.63
53.4,42.43,4.82,7,10,16.35
53.4,42.43,4.82,8,10,10.33
55.5,57.57,0.93,0,1,11.74
55.5,57.57,0.93,0,2,33.22
55.5,57.57,0.93,0,3,4.97
55.5,57.57,0.93,0,5,22.58
55.5,57.57,0.93,0,7,25.55
55.5,57.57,0.93,0,8,17.56
55.5,57.57,0.93,0,9,16.52
55.5,57.57,0.93,0,10,13.8
55.5,57.57,0.93,1,2,21.59
55.5,57.57,0.93,1,3,15.11
55.5,57.57,0.93,1,5,18.61
55.5,57.57,0.93,1,7,25.65
55.5,57.57,0.93,1,8,19.1
55.5,57.57,0.93,1,9,5.81
55.5,57.57,0.93,1,10,26.21
55.5,57.57,0.93,2,7,18.11
55.5,57.57,0.93,2,9,15.18
55.5,57.57,0.93,2,10,30.36
55.5,57.57,0.93,3,5,21.08
55.5,57.57,0.93,3,6,26.07
55.5,57.57,0.93,3,8,13.27
55.5,57.57,0.93,3,9,15.58
55.5,57.57,0.93,3,10,25.26
55.5,57.57,0.93,4,7,16.37
55.5,57.57,0.93,4,8,16.44
55.5,57.57,0.93,4,10,10.51
55.5,57.57,0.93,5,6,17.22
55.5,57.57,0.93,5,9,24.33
55.5,57.57,0.93,7,8,17.55
55.5,57.57,0.93,7,10,11.22
55.5,57.57,0.93,8,10,8.87
17.4,26.13,0.25,0,1,10.45
17.4,26.13,0.25,0,2,28.38
17.4,26.13,0.25,0,3,5.28
17.4,26.13,0.25,0,5,22.5
17.4,26.13,0.25,0,7,23.67
17.4,26.13,0.25,0,8,15.32
17.4,26.13,0.25,0,9,15.48
17.4,26.13,0.25,0,10,16.89
17.4,26.13,0.25,1,2,19.1
17.4,26.13,0.25,1,3,13.84
17.4,26.13,0.25,1,5,25.91
17.4,26.13,0.25,1,7,23.91
17.4,26.13,0.25,1,8,19.4
17.4,26.13,0.25,1,9,5.68
17.4,26.13,0.25,1,10,24.46
17.4,26.13,0.25,2,7,18.72
17.4,26.13,0.25,2,9,15.63
17.4,26.13,0.25,2,10,25.59
17.4,26.13,0.25,3,5,18.66
17.4,26.13,0.25,3,6,21.99
17.4,26.13,0.25,3,8,14.77
17.4,26.13,0.25,3,9,17.85
17.4,26.13,0.25,3,10,25.01
17.4,26.13,0.25,4,7,15.38
17.4,26.13,0.25,4,8,17.33
17.4,26.13,0.25,4,10,10.57
17.4,26.13,0.25,5,6,20.92
17.4,26.13,0.25,5,9,25.09
17.4,26.13,0.25,7,8,17.54
17.4,26.13,0.25,7,10,11.05
17.4,26.13,0.25,8,10,8.15
47.9,7.89,4.83,0,1,6.82
47.9,7.89,4.83,0,2,23.68
47.9,7.89,4.83,0,3,6.34
47.9,7.89,4.83,0,5,27.39
47.9,7.89,4.83,0,7,19.16
47.9,7.89,4.83,0,8,16.7
47.9,7.89,4.83,0,9,18.05
47.9,7.89,4.83,0,10,20.45
47.9,7.89,4.83,1,2,18.07
47.9,7.89,4.83,1,3,11.6
47.9,7.89,4.83,1,5,20.24
47.9,7.89,4.83,1,7,22.28
47.9,7.89,4.83,1,8,24.42
47.9,7.89,4.83,1,9,6.65
47.9,7.89,4.83,1,10,19.19
47.9,7.89,4.83,2,7,15.22
47.9,7.89,4.83,2,9,17.24
47.9,7.89,4.83,2,10,27.4
47.9,7.89,4.83,3,5,16.14
47.9,7.89,4.83,3,6,26.27
47.9,7.89,4.83,3,8,17.08
47.9,7.89,4.83,3,9,15.82
47.9,7.89,4.83,3,10,19.02
47.9,7.89,4.83,4,7,16.31
47.9,7.89,4.83,4,8,15.09
47.9,7.89,4.83,4,10,10.9
47.9,7.89,4.83,5,6,21.74
47.9,7.89,4.83,5,9,21.93
47.9,7.89,4.83,7,8,18.17
47.9,7.89,4.83,7,10,11.08
47.9,7.89,4.83,8,10,7.74
22.9,45.17,3.98,0,1,16.77
22.9,45.17,3.98,0,2,46.52
22.9,45.17,3.98,0,3,9.87
22.9,45.17,3.98,0,5,42.64
22.9,45.17,3.98,0,7,35.47
22.9,45.17,3.98,0,8,29.34
22.9,45.17,3.98,0,9,31.48
22.9,45.17,3.98,0,10,30.67
22.9,45.17,3.98,1,2,30.78
22.9,45.17,3.98,1,3,22.78
22.9,45.17,3.98,1,5,37.14
22.9,45.17,3.98,1,7,39.89
22.9,45.17,3.98,1,8,37.5
22.9,45.17,3.98,1,9,11.48
22.9,45.17,3.98,1,10,36.7
22.9,45.17,3.98,2,7,29.23
22.9,45.17,3.98,2,9,28.56
22.9,45.17,3.98,2,10,47.58
22.9,45.17,3.98,3,5,29.74
22.9,45.17,3.98,3,6,44.5
22.9,45.17,3.98,3,8,28.64
22.9,45.17,3.98,3,9,26.25
22.9,45.17,3.98,3,10,36.56
22.9,45.17,3.98,4,7,26.39
22.9,45.17,3.98,4,8,25.69
22.9,45.17,3.98,4,10,17.18
22.9,45.17,3.98,5,6,34.6
22.9,45.17,3.98,5,9,34.73
22.9,45.17,3.98,7,8,31.75
22.9,45.17,3.98,7,10,19.03
22.9,45.17,3.98,8,10,12.92
20.2,8.05,1.6,0,1,10.22
20.2,8.05,1.6,0,2,27.74
20.2,8.05,1.6,0,3,5.84
20.2,8.05,1.6,0,5,26.25
20.2,8.05,1.6,0,7,23.71
20.2,8.05,1.6,0,8,15.73
20.2,8.05,1.6,0,9,15.6
20.2,8.05,1.6,0,10,18.3
20.2,8.05,1.6,1,2,18.19
20.2,8.05,1.6,1,3,13.81
20.2,8.05,1.6,1,5,23.24
20.2,8.05,1.6,1,7,24.14
20.2,8.05,1.6,1,8,21.77
20.2,8.05,1.6,1,9,6.45
20.2,8.05,1.6,1,10,20.77
20.2,8.05,1.6,2,7,20.25
20.2,8.05,1.6,2,9,18.69
20.2,8.05,1.6,2,10,26.37
20.2,8.05,1.6,3,5,18.01
20.2,8.05,1.6,3,6,23.99
20.2,8.05,1.6,3,8,17.85
20.2,8.05,1.6,3,9,18.37
20.2,8.05,1.6,3,10,24.76
20.2,8.05,1.6,4,7,13.8
20.2,8.05,1.6,4,8,17.45
20.2,8.05,1.6,4,10,11.69
20.2,8.05,1.6,5,6,22.93
20.2,8.05,1.6,5,9,25.5
20.2,8.05,1.6,7,8,16.69
20.2,8.05,1.6,7,10,11.63
20.2,8.05,1.6,8,10,7.27
29.5,36.62,3.26,0,1,12.34
29.5,36.62,3.26,0,2,39.48
29.5,36.62,3.26,0,3,7.91
29.5,36.62,3.26,0,5,32.29
29.5,36.62,3.26,0,7,31.16
29.5,36.62,3.26,0,8,23.95
29.5,36.62,3.26,0,9,24.93
29.5,36.62,3.26,0,10,23.33
29.5,36.62,3.26,1,2,29.1
29.5,36.62,3.26,1,3,16.74
29.5,36.62,3.26,1,5,32.45
29.5,36.62,3.26,1,7,32.99
29.5,36.62,3.26,1,8,29.16
29.5,36.62,3.26,1,9,8.81
29.5,36.62,3.26,1,10,34.51
29.5,36.62,3.26,2,7,26.22
29.5,36.62,3.26,2,9,23.63
29.5,36.62,3.26,2,10,38.41
29.5,36.62,3.26,3,5,30.55
29.5,36.62,3.26,3,6,38.39
29.5,36.62,3.26,3,8,23.95
29.5,36.62,3.26,3,9,22.39
29.5,36.62,3.26,3,10,36.1
29.5,36.62,3.26,4,7,24.12
29.5,36.62,3.26,4,8,23.03
29.5,36.62,3.26,4,10,13.79
29.5,36.62,3.26,5,6,28.49
29.5,36.62,3.26,5,9,33.79
29.5,36.62,3.26,7,8,25.71
29.5,36.62,3.26,7,10,15.79
29.5,36.62,3.26,8,10,11.12
51.0,31.85,1.14,0,1,9.36
51.0,31.85,1.14,0,2,23.96
51.0,31.85,1.14,0,3,5.02
51.0,31.85,1.14,0,5,21.32
51.0,31.85,1.14,0,7,20.8
51.0,31.85,1.14,0,8,14.65
51.0,31.85,1.14,0,9,14.47
51.0,31.85,1.14,0,10,12.85
51.0,31.85,1.14,1,2,17.04
51.0,31.85,1.14,1,3,12.31
51.0,31.85,1.14,1,5,17.75
51.0,31.85,1.14,1,7,18.46
51.0,31.85,1.14,1,8,18.05
51.0,31.85,1.14,1,9,5.22
51.0,31.85,1.14,1,10,21.65
51.0,31.85,1.14,2,7,17.02
51.0,31.85,1.14,2,9,13.67
51.0,31.85,1.14,2,10,25.85
51.0,31.85,1.14,3,5,18.92
51.0,31.85,1.14,3,6,19.96
51.0,31.85,1.14,3,8,13.54
51.0,31.85,1.14,3,9,12.94
51.0,31.85,1.14,3,10,22.4
51.0,31.85,1.14,4,7,14.36
51.0,31.85,1.14,4,8,14.25
51.0,31.85,1.14,4,10,9.75
51.0,31.85,1.14,5,6,18.36
51.0,31.85,1.14,5,9,19.83
51.0,31.85,1.14,7,8,13.68
51.0,31.85,1.14,7,10,8.63
51.0,31.85,1.14,8,10,7.15
50.3,11.89,1.01,0,1,7.28
50.3,11.89,1.01,0,2,17.44
50.3,11.89,1.01,0,3,4.52
50.3,11.89,1.01,0,5,16.57
50.3,11.89,1.01,0,7,15.2
50.3,11.89,1.01,0,8,11.26
50.3,11.89,1.01,0,9,11.89
50.3,11.89,1.01,0,10,12.35
50.3,11.89,1.01,1,2,12.6
50.3,11.89,1.01,1,3,9.59
50.3,11.89,1.01,1,5,18.14
50.3,11.89,1.01,1,7,16.66
50.3,11.89,1.01,1,8,17.31
50.3,11.89,1.01,1,9,5.06
50.3,11.89,1.01,1,10,15.31
50.3,11.89,1.01,2,7,13.84
50.3,11.89,1.01,2,9,12.52
50.3,11.89,1.01,2,10,20.95
50.3,11.89,1.01,3,5,14.83
50.3,11.89,1.01,3,6,18.43
50.3,11.89,1.01,3,8,12.75
50.3,11.89,1.01,3,9,11.46
50.3,11.89,1.01,3,10,17.94
50.3,11.89,1.01,4,7,11.3
50.3,11.89,1.01,4,8,11.69
50.3,11.89,1.01,4,10,7.42
50.3,11.89,1.01,5,6,16.38
50.3,11.89,1.01,5,9,17.47
50.3,11.89,1.01,7,8,13.31
50.3,11.89,1.01,7,10,6.76
50.3,11.89,1.01,8,10,5.1
45.9,43.3,4.74,0,1,14.82
45.9,43.3,4.74,0,2,37.69
45.9,43.3,4.74,0,3,9.5
45.9,43.3,4.74,0,5,36.14
45.9,43.3,4.74,0,7,34.52
45.9,43.3,4.74,0,8,26.15
45.9,43.3,4.74,0,9,26.89
45.9,43.3,4.74,0,10,27.18
45.9,43.3,4.74,1,2,30.18
45.9,43.3,4.74,1,3,18.44
45.9,43.3,4.74,1,5,32.95
45.9,43.3,4.74,1,7,31.45
45.9,43.3,4.74,1,8,37.59
45.9,43.3,4.74,1,9,10.23
45.9,43.3,4.74,1,10,33.94
45.9,43.3,4.74,2,7,25.24
45.9,43.3,4.74,2,9,21.25
45.9,43.3,4.74,2,10,41.74
45.9,43.3,4.74,3,5,27.08
45.9,43.3,4.74,3,6,40.93
45.9,43.3,4.74,3,8,23.59
45.9,43.3,4.74,3,9,21.23
45.9,43.3,4.74,3,10,37.25
45.9,43.3,4.74,4,7,24.82
45.9,43.3,4.74,4,8,22.97
45.9,43.3,4.74,4,10,15.62
45.9,43.3,4.74,5,6,34.3
45.9,43.3,4.74,5,9,29.73
45.9,43.3,4.74,7,8,24.65
45.9,43.3,4.74,7,10,15.74
45.9,43.3,4.74,8,10,10.94
48.1,20.16,1.29,0,1,7.27
48.1,20.16,1.29,0,2,23.41
48.1,20.16,1.29,0,3,4.46
48.1,20.16,1.29,0,5,17.85
48.1,20.16,1.29,0,7,18.35
48.1,20.16,1.29,0,8,12.87
48.1,20.16,1.29,0,9,12.59
48.1,20.16,1.29,0,10,12.63
48.1,20.16,1.29,1,2,15.94
48.1,20.16,1.29,1,3,10.13
48.1,20.16,1.29,1,5,17.54
48.1,20.16,1.29,1,7,18.16
48.1,20.16,1.29,1,8,19.36
48.1,20.16,1.29,1,9,4.95
48.1,20.16,1.29,1,10,19.38
48.1,20.16,1.29,2,7,13.39
48.1,20.16,1.29,2,9,12.98
48.1,20.16,1.29,2,10,24.0
48.1,20.16,1.29,3,5,17.29
48.1,20.16,1.29,3,6,19.93
48.1,20.16,1.29,3,8,14.32
48.1,20.16,1.29,3,9,13.04
48.1,20.16,1.29,3,10,20.4
48.1,20.16,1.29,4,7,11.41
48.1,20.16,1.29,4,8,13.32
48.1,20.16,1.29,4,10,9.18
48.1,20.16,1.29,5,6,18.04
48.1,20.16,1.29,5,9,17.84
48.1,20.16,1.29,7,8,14.47
48.1,20.16,1.29,7,10,7.83
48.1,20.16,1.29,8,10,6.43
81.5,53.32,1.37,0,1,10.54
81.5,53.32,1.37,0,2,32.07
81.5,53.32,1.37,0,3,5.72
81.5,53.32,1.37,0,5,21.08
81.5,53.32,1.37,0,7,28.73
81.5,53.32,1.37,0,8,15.74
81.5,53.32,1.37,0,9,17.82
81.5,53.32,1.37,0,10,15.39
81.5,53.32,1.37,1,2,21.24
81.5,53.32,1.37,1,3,14.2
81.5,53.32,1.37,1,5,22.1
81.5,53.32,1.37,1,7,26.9
81.5,53.32,1.37,1,8,21.28
81.5,53.32,1.37,1,9,6.24
81.5,53.32,1.37,1,10,24.58
81.5,53.32,1.37,2,7,19.19
81.5,53.32,1.37,2,9,16.32
81.5,53.32,1.37,2,10,28.84
81.5,53.32,1.37,3,5,23.08
81.5,53.32,1.37,3,6,27.56
81.5,53.32,1.37,3,8,15.12
81.5,53.32,1.37,3,9,17.57
81.5,53.32,1.37,3,10,29.56
81.5,53.32,1.37,4,7,14.79
81.5,53.32,1.37,4,8,17.68
81.5,53.32,1.37,4,10,11.37
81.5,53.32,1.37,5,6,18.3
81.5,53.32,1.37,5,9,23.74
81.5,53.32,1.37,7,8,17.03
81.5,53.32,1.37,7,10,12.18
81.5,53.32,1.37,8,10,9.11
28.4,41.75,3.64,0,1,15.85
28.4,41.75,3.64,0,2,40.16
28.4,41.75,3.64,0,3,9.83
28.4,41.75,3.64,0,5,33.35
28.4,41.75,3.64,0,7,35.28
28.4,41.75,3.64,0,8,26.8
28.4,41.75,3.64,0,9,25.03
28.4,41.75,3.64,0,10,27.73
28.4,41.75,3.64,1,2,30.64
28.4,41.75,3.64,1,3,20.39
28.4,41.75,3.64,1,5,34.24
28.4,41.75,3.64,1,7,34.72
28.4,41.75,3.64,1,8,32.47
28.4,41.75,3.64,1,9,10.68
28.4,41.75,3.64,1,10,36.52
28.4,41.75,3.64,2,7,26.92
28.4,41.75,3.64,2,9,24.43
28.4,41.75,3.64,2,10,47.76
28.4,41.75,3.64,3,5,33.57
28.4,41.75,3.64,3,6,35.95
28.4,41.75,3.64,3,8,26.06
28.4,41.75,3.64,3,9,22.97
28.4,41.75,3.64,3,10,35.27
28.4,41.75,3.64,4,7,23.76
28.4,41.75,3.64,4,8,26.14
28.4,41.75,3.64,4,10,15.99
28.4,41.75,3.64,5,6,32.89
28.4,41.75,3.64,5,9,31.13
28.4,41.75,3.64,7,8,26.27
28.4,41.75,3.64,7,10,14.86
28.4,41.75,3.64,8,10,12.53
32.6,55.31,1.03,0,1,13.7
32.6,55.31,1.03,0,2,36.91
32.6,55.31,1.03,0,3,5.91
32.6,55.31,1.03,0,5,24.13
32.6,55.31,1.03,0,7,28.53
32.6,55.31,1.03,0,8,19.78
32.6,55.31,1.03,0,9,18.52
32.6,55.31,1.03,0,10,16.99
32.6,55.31,1.03,1,2,27.3
32.6,55.31,1.03,1,3,16.13
32.6,55.31,1.03,1,5,26.55
32.6,55.31,1.03,1,7,28.54
32.6,55.31,1.03,1,8,24.78
32.6,55.31,1.03,1,9,7.46
32.6,55.31,1.03,1,10,29.54
32.6,55.31,1.03,2,7,21.58
32.6,55.31,1.03,2,9,20.9
32.6,55.31,1.03,2,10,34.69
32.6,55.31,1.03,3,5,25.69
32.6,55.31,1.03,3,6,29.59
32.6,55.31,1.03,3,8,18.73
32.6,55.31,1.03,3,9,21.0
32.6,55.31,1.03,3,10,34.32
32.6,55.31,1.03,4,7,20.1
32.6,55.31,1.03,4,8,22.14
32.6,55.31,1.03,4,10,12.46
32.6,55.31,1.03,5,6,24.63
32.6,55.31,1.03,5,9,26.11
32.6,55.31,1.03,7,8,21.29
32.6,55.31,1.03,7,10,12.9
32.6,55.31,1.03,8,10,8.75
96.4,3.42,0.08,0,1,5.91
96.4,3.42,0.08,0,2,15.41
96.4,3.42,0.08,0,3,3.83
96.4,3.42,0.08,0,5,15.11
96.4,3.42,0.08,0,7,14.98
96.4,3.42,0.08,0,8,8.36
96.4,3.42,0.08,0,9,9.82
96.4,3.42,0.08,0,10,11.01
96.4,3.42,0.08,1,2,11.55
96.4,3.42,0.08,1,3,8.64
96.4,3.42,0.08,1,5,15.38
96.4,3.42,0.08,1,7,14.34
96.4,3.42,0.08,1,8,14.04
96.4,3.42,0.08,1,9,4.09
96.4,3.42,0.08,1,10,13.2
96.4,3.42,0.08,2,7,12.65
96.4,3.42,0.08,2,9,10.59
96.4,3.42,0.08,2,10,16.0
96.4,3.42,0.08,3,5,11.73
96.4,3.42,0.08,3,6,14.55
96.4,3.42,0.08,3,8,10.94
96.4,3.42,0.08,3,9,9.83
96.4,3.42,0.08,3,10,14.27
96.4,3.42,0.08,4,7,8.62
96.4,3.42,0.08,4,8,10.4
96.4,3.42,0.08,4,10,7.22
96.4,3.42,0.08,5,6,13.37
96.4,3.42,0.08,5,9,13.65
96.4,3.42,0.08,7,8,10.97
96.4,3.42,0.08,7,10,6.01
96.4,3.42,0.08,8,10,4.41
14.7,32.7,1.82,0,1,12.28
14.7,32.7,1.82,0,2,30.85
14.7,32.7,1.82,0,3,7.41
14.7,32.7,1.82,0,5,30.5
14.7,32.7,1.82,0,7,28.39
14.7,32.7,1.82,0,8,20.58
14.7,32.7,1.82,0,9,22.47
14.7,32.7,1.82,0,10,22.02
14.7,32.7,1.82,1,2,24.22
14.7,32.7,1.82,1,3,14.92
14.7,32.7,1.82,1,5,30.84
14.7,32.7,1.82,1,7,28.16
14.7,32.7,1.82,1,8,26.81
14.7,32.7,1.82,1,9,7.53
14.7,32.7,1.82,1,10,28.27
14.7,32.7,1.82,2,7,24.93
14.7,32.7,1.82,2,9,23.2
14.7,32.7,1.82,2,10,37.02
14.7,32.7,1.82,3,5,27.3
14.7,32.7,1.82,3,6,27.93
14.7,32.7,1.82,3,8,17.74
14.7,32.7,1.82,3,9,19.73
14.7,32.7,1.82,3,10,28.17
14.7,32.7,1.82,4,7,19.13
14.7,32.7,1.82,4,8,22.16
14.7,32.7,1.82,4,10,14.69
14.7,32.7,1.82,5,6,26.39
14.7,32.7,1.82,5,9,31.99
14.7,32.7,1.82,7,8,23.29
14.7,32.7,1.82,7,10,14.22
14.7,32.7,1.82,8,10,10.65
78.6,25.79,1.31,0,1,8.8
78.6,25.79,1.31,0,2,24.74
78.6,25.79,1.31,0,3,4.66
78.6,25.79,1.31,0,5,20.11
78.6,25.79,1.31,0,7,19.8
78.6,25.79,1.31,0,8,12.52
78.6,25.79,1.31,0,9,13.62
78.6,25.79,1.31,0,10,14.79
78.6,25.79,1.31,1,2,16.43
78.6,25.79,1.31,1,3,12.05
78.6,25.79,1.31,1,5,18.41
78.6,25.79,1.31,1,7,18.82
78.6,25.79,1.31,1,8,18.07
78.6,25.79,1.31,1,9,5.01
78.6,25.79,1.31,1,10,20.73
78.6,25.79,1.31,2,7,14.81
78.6,25.79,1.31,2,9,12.82
78.6,25.79,1.31,2,10,25.54
78.6,25.79,1.31,3,5,16.08
78.6,25.79,1.31,3,6,22.0
78.6,25.79,1.31,3,8,14.24
78.6,25.79,1.31,3,9,13.29
78.6,25.79,1.31,3,10,21.72
78.6,25.79,1.31,4,7,12.71
78.6,25.79,1.31,4,8,14.05
78.6,25.79,1.31,4,10,8.39
78.6,25.79,1.31,5,6,18.86
78.6,25.79,1.31,5,9,19.11
78.6,25.79,1.31,7,8,15.44
78.6,25.79,1.31,7,10,8.26
78.6,25.79,1.31,8,10,6.03
52.3,31.2,2.65,0,1,10.28
52.3,31.2,2.65,0,2,26.91
52.3,31.2,2.65,0,3,6.35
52.3,31.2,2.65,0,5,23.69
52.3,31.2,2.65,0,7,25.12
52.3,31.2,2.65,0,8,18.98
52.3,31.2,2.65,0,9,20.02
52.3,31.2,2.65,0,10,18.2
52.3,31.2,2.65,1,2,22.75
52.3,31.2,2.65,1,3,12.89
52.3,31.2,2.65,1,5,20.72
52.3,31.2,2.65,1,7,24.51
52.3,31.2,2.65,1,8,24.58
52.3,31.2,2.65,1,9,6.82
52.3,31.2,2.65,1,10,24.53
52.3,31.2,2.65,2,7,19.51
52.3,31.2,2.65,2,9,16.47
52.3,31.2,2.65,2,10,28.14
52.3,31.2,2.65,3,5,19.66
52.3,31.2,2.65,3,6,25.79
52.3,31.2,2.65,3,8,18.16
52.3,31.2,2.65,3,9,15.63
52.3,31.2,2.65,3,10,22.76
52.3,31.2,2.65,4,7,16.12
52.3,31.2,2.65,4,8,16.67
52.3,31.2,2.65,4,10,11.69
52.3,31.2,2.65,5,6,23.82
52.3,31.2,2.65,5,9,22.82
52.3,31.2,2.65,7,8,17.48
52.3,31.2,2.65,7,10,11.84
52.3,31.2,2.65,8,10,8.23
61.2,47.08,0.76,0,1,10.6
61.2,47.08,0.76,0,2,26.18
61.2,47.08,0.76,0,3,4.39
61.2,47.08,0.76,0,5,21.29
61.2,47.08,0.76,0,7,26.03
61.2,47.08,0.76,0,8,14.48
61.2,47.08,0.76,0,9,15.8
61.2,47.08,0.76,0,10,13.8
61.2,47.08,0.76,1,2,19.68
61.2,47.08,0.76,1,3,12.3
61.2,47.08,0.76,1,5,18.21
61.2,47.08,0.76,1,7,21.28
61.2,47.08,0.76,1,8,18.06
61.2,47.08,0.76,1,9,5.2
61.2,47.08,0.76,1,10,23.78
61.2,47.08,0.76,2,7,16.98
61.2,47.08,0.76,2,9,13.73
61.2,47.08,0.76,2,10,24.53
61.2,47.08,0.76,3,5,20.76
61.2,47.08,0.76,3,6,25.03
61.2,47.08,0.76,3,8,13.57
61.2,47.08,0.76,3,9,15.74
61.2,47.08,0.76,3,10,24.69
61.2,47.08,0.76,4,7,13.51
61.2,47.08,0.76,4,8,15.67
61.2,47.08,0.76,4,10,8.94
61.2,47.08,0.76,5,6,17.55
61.2,47.08,0.76,5,9,20.17
61.2,47.08,0.76,7,8,14.66
61.2,47.08,0.76,7,10,9.21
61.2,47.08,0.76,8,10,7.26
69.5,18.51,4.72,0,1,8.81
69.5,18.51,4.72,0,2,30.13
69.5,18.51,4.72,0,3,7.83
69.5,18.51,4.72,0,5,27.71
69.5,18.51,4.72,0,7,21.96
69.5,18.51,4.72,0,8,19.35
69.5,18.51,4.72,0,9,20.97
69.5,18.51,4.72,0,10,20.73
69.5,18.51,4.72,1,2,19.56
69.5,18.51,4.72,1,3,12.75
69.5,18.51,4.72,1,5,25.35
69.5,18.51,4.72,1,7,26.4
69.5,18.51,4.72,1,8,25.49
69.5,18.51,4.72,1,9,7.78
69.5,18.51,4.72,1,10,26.62
69.5,18.51,4.72,2,7,18.27
69.5,18.51,4.72,2,9,19.25
69.5,18.51,4.72,2,10,35.7
69.5,18.51,4.72,3,5,19.5
69.5,18.51,4.72,3,6,32.2
69.5,18.51,4.72,3,8,18.39
69.5,18.51,4.72,3,9,16.75
69.5,18.51,4.72,3,10,24.18
69.5,18.51,4.72,4,7,18.61
69.5,18.51,4.72,4,8,19.43
69.5,18.51,4.72,4,10,12.61
69.5,18.51,4.72,5,6,28.48
69.5,18.51,4.72,5,9,26.0
69.5,18.51,4.72,7,8,20.49
69.5,18.51,4.72,7,10,11.67
69.5,18.51,4.72,8,10,7.8
46.7,19.77,0.54,0,1,7.89
46.7,19.77,0.54,0,2,20.12
46.7,19.77,0.54,0,3,4.21
46.7,19.77,0.54,0,5,16.97
46.7,19.77,0.54,0,7,19.32
46.7,19.77,0.54,0,8,10.89
46.7,19.77,0.54,0,9,12.84
46.7,19.77,0.54,0,10,13.09
46.7,19.77,0.54,1,2,13.4
46.7,19.77,0.54,1,3,10.72
46.7,19.77,0.54,1,5,17.57
46.7,19.77,0.54,1,7,17.78
46.7,19.77,0.54,1,8,15.74
46.7,19.77,0.54,1,9,4.75
46.7,19.77,0.54,1,10,17.18
46.7,19.77,0.54,2,7,13.03
46.7,19.77,0.54,2,9,11.75
46.7,19.77,0.54,2,10,18.43
46.7,19.77,0.54,3,5,14.55
46.7,19.77,0.54,3,6,18.11
46.7,19.77,0.54,3,8,12.72
46.7,19.77,0.54,3,9,11.65
46.7,19.77,0.54,3,10,17.79
46.7,19.77,0.54,4,7,10.95
46.7,19.77,0.54,4,8,11.04
46.7,19.77,0.54,4,10,8.28
46.7,19.77,0.54,5,6,14.89
46.7,19.77,0.54,5,9,17.6
46.7,19.77,0.54,7,8,11.79
46.7,19.77,0.54,7,10,7.42
46.7,19.77,0.54,8,10,5.87
25.0,25.78,4.93,0,1,12.18
25.0,25.78,4.93,0,2,38.63
25.0,25.78,4.93,0,3,10.27
25.0,25.78,4.93,0,5,35.42
25.0,25.78,4.93,0,7,33.92
25.0,25.78,4.93,0,8,23.86
25.0,25.78,4.93,0,9,28.1
25.0,25.78,4.93,0,10,28.18
25.0,25.78,4.93,1,2,31.45
25.0,25.78,4.93,1,3,18.93
25.0,25.78,4.93,1,5,33.73
25.0,25.78,4.93,1,7,38.04
25.0,25.78,4.93,1,8,37.63
25.0,25.78,4.93,1,9,9.71
25.0,25.78,4.93,1,10,31.27
25.0,25.78,4.93,2,7,27.25
25.0,25.78,4.93,2,9,27.11
25.0,25.78,4.93,2,10,42.99
25.0,25.78,4.93,3,5,26.51
25.0,25.78,4.93,3,6,35.31
25.0,25.78,4.93,3,8,24.35
25.0,25.78,4.93,3,9,24.89
25.0,25.78,4.93,3,10,35.86
25.0,25.78,4.93,4,7,23.22
25.0,25.78,4.93,4,8,26.41
25.0,25.78,4.93,4,10,18.25
25.0,25.78,4.93,5,6,35.23
25.0,25.78,4.93,5,9,34.11
25.0,25.78,4.93,7,8,29.96
25.0,25.78,4.93,7,10,15.62
